codIndicador,nomeIndicador,codPerfil,nomePerfil,codMedida,tipoMovimento,dtMovto,diaMovto,mesMovto,anoMovto,anoMesDiaMovto,anoMesMovto,mesAnoMovto,vlrMovto,Cidade,Vendedor,Documento,Estrutura,Filial,Fornecedor,Historico,Mercadoria,Regiao,UF
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-27,27,7,2020,2020-07-27,2020-07-01,2020-07-01,4600.0,.,.,6718/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-27,27,7,2020,2020-07-27,2020-07-01,2020-07-01,100.0,.,.,6719/REQ,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),REQUISICAO - 113,servico,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-27,27,7,2020,2020-07-27,2020-07-01,2020-07-01,4600.0,.,.,6719/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-27,27,7,2020,2020-07-27,2020-07-01,2020-07-01,100.0,.,.,6720/REQ,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),REQUISICAO - 113,servico,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-27,27,7,2020,2020-07-27,2020-07-01,2020-07-01,4600.0,.,.,6720/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-27,27,7,2020,2020-07-27,2020-07-01,2020-07-01,100.0,.,.,6721/REQ,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),REQUISICAO - 113,servico,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-27,27,7,2020,2020-07-27,2020-07-01,2020-07-01,4600.0,.,.,6722/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-27,27,7,2020,2020-07-27,2020-07-01,2020-07-01,100.0,.,.,6723/REQ,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),REQUISICAO - 113,servico,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-27,27,7,2020,2020-07-27,2020-07-01,2020-07-01,4600.0,.,.,6723/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-31,31,7,2020,2020-07-31,2020-07-01,2020-07-01,230.0,.,MAURICIO,6724/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-31,31,7,2020,2020-07-31,2020-07-01,2020-07-01,230.0,.,MAURICIO,6725/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-31,31,7,2020,2020-07-31,2020-07-01,2020-07-01,50.0,.,MAURICIO,6726/REQ,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),REQUISICAO - 113,OLEO AC DELCO 15W40 CG-4 - MOTOR DIESEL,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-31,31,7,2020,2020-07-31,2020-07-01,2020-07-01,195.5,PASSO FUNDO,FABIO,1001446/,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),Saídas trânsito - 30,KM RODADO,PASSO FUNDO,RS
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-31,31,7,2020,2020-07-31,2020-07-01,2020-07-01,415.84,PASSO FUNDO,FABIO,1001446/," 9. 1.10 -> Suspençao Traseira, Para-Choque",1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,1059 - BIG GRAVATAÍ (36),Saídas trânsito - 30,ABSORV. IMPACTO      *,PASSO FUNDO,RS
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-31,31,7,2020,2020-07-31,2020-07-01,2020-07-01,17.0,PASSO FUNDO,FABIO,1001447/,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),Saídas trânsito - 30,OLEO AC DELCO 15W40 CG-4 - MOTOR DIESEL,PASSO FUNDO,RS
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-07-31,31,7,2020,2020-07-31,2020-07-01,2020-07-01,17.0,PASSO FUNDO,FABIO,1001448/,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),Saídas trânsito - 30,OLEO AC DELCO 15W40 CG-4 - MOTOR DIESEL,PASSO FUNDO,RS
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-03,3,8,2020,2020-08-03,2020-08-01,2020-08-01,100.0,.,.,6727/REQ,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),REQUISICAO - 113,servico,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-03,3,8,2020,2020-08-03,2020-08-01,2020-08-01,4600.0,.,.,6728/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-03,3,8,2020,2020-08-03,2020-08-01,2020-08-01,100.0,.,.,6729/REQ,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),REQUISICAO - 113,servico,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-03,3,8,2020,2020-08-03,2020-08-01,2020-08-01,4600.0,.,.,6729/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-18,18,8,2020,2020-08-18,2020-08-01,2020-08-01,230.0,CAMPO VERDE,1 CLAUDIO 15/07,967/nfe1,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),VENDAS BALCAO - NF. - 6,KM RODADO,.,MT
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-25,25,8,2020,2020-08-25,2020-08-01,2020-08-01,57500.0,.,.,6730/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-26,26,8,2020,2020-08-26,2020-08-01,2020-08-01,57500.0,.,.,6731/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-26,26,8,2020,2020-08-26,2020-08-01,2020-08-01,57500.0,.,.,6732/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-26,26,8,2020,2020-08-26,2020-08-01,2020-08-01,57500.0,.,.,6733/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-26,26,8,2020,2020-08-26,2020-08-01,2020-08-01,57500.0,.,.,6734/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-26,26,8,2020,2020-08-26,2020-08-01,2020-08-01,57500.0,.,.,6735/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-26,26,8,2020,2020-08-26,2020-08-01,2020-08-01,57500.0,.,.,6736/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-27,27,8,2020,2020-08-27,2020-08-01,2020-08-01,57500.0,.,.,6737/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-08-28,28,8,2020,2020-08-28,2020-08-01,2020-08-01,57500.0,.,.,6738/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-01,1,9,2020,2020-09-01,2020-09-01,2020-09-01,57500.0,.,.,6739/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-01,1,9,2020,2020-09-01,2020-09-01,2020-09-01,57500.0,.,.,6740/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-01,1,9,2020,2020-09-01,2020-09-01,2020-09-01,57500.0,.,.,6741/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-02,2,9,2020,2020-09-02,2020-09-01,2020-09-01,10.6,.,.,6743/REQ,10. 5. 2 -> Acessorios - Paralelos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,1059 - BIG GRAVATAÍ (36),REQUISICAO - 113,Mecânico 2,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-02,2,9,2020,2020-09-02,2020-09-01,2020-09-01,20.0,.,.,6744/REQ,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),REQUISICAO - 113,OLEO AC DELCO 15W40 CG-4 - MOTOR DIESEL,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-02,2,9,2020,2020-09-02,2020-09-01,2020-09-01,11500.0,.,.,6745/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-02,2,9,2020,2020-09-02,2020-09-01,2020-09-01,20.0,.,.,6746/REQ,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),REQUISICAO - 113,OLEO AC DELCO 15W40 CG-4 - MOTOR DIESEL,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-02,2,9,2020,2020-09-02,2020-09-01,2020-09-01,80.0,.,.,6747/REQ,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),REQUISICAO - 113,OLEO AC DELCO 15W40 CG-4 - MOTOR DIESEL,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-02,2,9,2020,2020-09-02,2020-09-01,2020-09-01,57500.0,.,.,6748/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-02,2,9,2020,2020-09-02,2020-09-01,2020-09-01,60.0,.,.,6749/REQ,10. 5. 2 -> Acessorios - Paralelos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,1059 - BIG GRAVATAÍ (36),REQUISICAO - 113,Mecânico 2,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-02,2,9,2020,2020-09-02,2020-09-01,2020-09-01,1.06,.,.,6750/REQ,10. 5. 2 -> Acessorios - Paralelos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,1059 - BIG GRAVATAÍ (36),REQUISICAO - 113,Mecânico 2,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-16,16,9,2020,2020-09-16,2020-09-01,2020-09-01,-20.0,.,5 JUAREZ CELSO G. DE MIRANDA,74/DVREQ,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),Devolução de requisição - 74,OLEO AC DELCO 15W40 CG-4 - MOTOR DIESEL,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-16,16,9,2020,2020-09-16,2020-09-01,2020-09-01,-50.0,.,MAURICIO,73/DVREQ,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),Devolução de requisição - 74,OLEO AC DELCO 15W40 CG-4 - MOTOR DIESEL,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-09-23,23,9,2020,2020-09-23,2020-09-01,2020-09-01,7.0,Marau,VENDEDOR DA STARA,3537/NFe,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),VENDAS OFICINA - 61,MAO DE OBRA EM CORTESIA,PASSO FUNDO,RS
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-10-08,8,10,2020,2020-10-08,2020-10-01,2020-10-01,1000.0,Marau,7 CLAUDEMIR GARBINATO,1002052/M1,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),SAIDA EXTRA - (nao integra nada) - 69,MAO DE OBRA EM CORTESIA,.,RS
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-10-15,15,10,2020,2020-10-15,2020-10-01,2020-10-01,170.0,.,MAURICIO,6751/REQ,0.64.28 -> 0.64.28,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),REQUISICAO - 113,VIGA CHASSIS CONT. ROLL-ON EST. 6500,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-10-15,15,10,2020,2020-10-15,2020-10-01,2020-10-01,170.0,.,MAURICIO,6752/REQ,0.64.28 -> 0.64.28,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),REQUISICAO - 113,VIGA CHASSIS CONT. ROLL-ON EST. 6500,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-10-23,23,10,2020,2020-10-23,2020-10-01,2020-10-01,1000.0,Marau,1 CLAUDIO 15/07,968/nfe1,0.64.28 -> 0.64.28,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),VENDAS BALCAO - NF. - 6,VIGA CHASSIS CONT. ROLL-ON EST. 6500,.,RS
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-11-30,30,11,2020,2020-11-30,2020-11-01,2020-11-01,70.0,JOINVILLE,VENDEDOR DA STARA,500/NFSe,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),VENDAS OFICINA - 61,MAO DE OBRA EM CORTESIA,PASSO FUNDO,SC
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-12-07,7,12,2020,2020-12-07,2020-12-01,2020-12-01,70.0,JOINVILLE,VENDEDOR DA STARA,3538/NFe,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),VENDAS OFICINA - 61,MAO DE OBRA EM CORTESIA,PASSO FUNDO,SC
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-12-11,11,12,2020,2020-12-11,2020-12-01,2020-12-01,7053.0,900 JARAGUA DO SUL,2 VENDEDOR 15/07,3539/NFe,8. 1. 4 -> Revisao - Vendas Outros GM,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,1059 - BIG GRAVATAÍ (36),VENDAS OFICINA - 61,MAO DE OBRA REVISAO,TAPEJARA,RS
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-12-22,22,12,2020,2020-12-22,2020-12-01,2020-12-01,70.0,JOINVILLE,VENDEDOR DA STARA,3540/NFe,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),VENDAS OFICINA - 61,MAO DE OBRA EM CORTESIA,PASSO FUNDO,SC
FIN001,Faturamento,1,Faturamento,R$,Diário,2020-12-22,22,12,2020,2020-12-22,2020-12-01,2020-12-01,100.0,JOINVILLE,VENDEDOR DA STARA,3541/NFe,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),VENDAS OFICINA - 61,MAO DE OBRA EM CORTESIA,PASSO FUNDO,SC
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-01-12,12,1,2021,2021-01-12,2021-01-01,2021-01-01,100.0,JOINVILLE,1 CLAUDIO 15/07,970/nfe1,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),VENDAS BALCAO - NF. - 6,"""ADAP M 3/4"""" NPTXF 1/2""""NPT D15 """,.,SC
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-01-12,12,1,2021,2021-01-12,2021-01-01,2021-01-01,0.0,JOINVILLE,1 CLAUDIO 15/07,971/nfe1,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),VENDAS BALCAO - NF. - 6,"""ADAP M 3/4"""" NPTXF 1/2""""NPT D15 """,.,SC
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-01-12,12,1,2021,2021-01-12,2021-01-01,2021-01-01,12.09,JOINVILLE,1 CLAUDIO 15/07,971/nfe1,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,1059 - BIG GRAVATAÍ (36),VENDAS BALCAO - NF. - 6,ADITIVO RADIADOR,.,SC
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-01-13,13,1,2021,2021-01-13,2021-01-01,2021-01-01,0.0,JOINVILLE,1 CLAUDIO 15/07,975/nfe1,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,1059 - BIG GRAVATAÍ (36),Devolucao Vendas Pecas - 71,ADITIVO RADIADOR,.,SC
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-01-14,14,1,2021,2021-01-14,2021-01-01,2021-01-01,12.09,JOINVILLE,1 CLAUDIO 15/07,976/nfe1,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,1059 - BIG GRAVATAÍ (36),VENDAS BALCAO - NF. - 6,ADITIVO RADIADOR,.,SC
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-01-15,15,1,2021,2021-01-15,2021-01-01,2021-01-01,12.09,JOINVILLE,1 CLAUDIO 15/07,977/nfe1,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,1059 - BIG GRAVATAÍ (36),VENDAS BALCAO - NF. - 6,ADITIVO RADIADOR,.,SC
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-01-18,18,1,2021,2021-01-18,2021-01-01,2021-01-01,150.0,.,.,6753/REQ,0.64.28 -> 0.64.28,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),REQUISICAO - 113,VIGA CHASSIS CONT. ROLL-ON EST. 6500,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-01-18,18,1,2021,2021-01-18,2021-01-01,2021-01-01,20.0,.,.,6753/REQ,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),REQUISICAO - 113,OLEO AC DELCO 15W40 CG-4 - MOTOR DIESEL,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-01-18,18,1,2021,2021-01-18,2021-01-01,2021-01-01,150.0,.,.,6754/REQ,0.64.28 -> 0.64.28,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),REQUISICAO - 113,VIGA CHASSIS CONT. ROLL-ON EST. 6500,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-01-18,18,1,2021,2021-01-18,2021-01-01,2021-01-01,150.0,.,.,6755/REQ,0.64.28 -> 0.64.28,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),REQUISICAO - 113,VIGA CHASSIS CONT. ROLL-ON EST. 6500,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-01-18,18,1,2021,2021-01-18,2021-01-01,2021-01-01,20.0,.,.,6755/REQ,12. 1. 1 -> Oleo e Derivados,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,LEONIDIO CATARINA - M (114),REQUISICAO - 113,OLEO AC DELCO 15W40 CG-4 - MOTOR DIESEL,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-02-23,23,2,2021,2021-02-23,2021-02-01,2021-02-01,4.67,.,.,6756/REQ,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),REQUISICAO - 113,1234567,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-02-23,23,2,2021,2021-02-23,2021-02-01,2021-02-01,300.0,.,.,6756/REQ,8. 1. 6 -> Mecanica - Terceiros,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,BURLAMAQUE COM. DE MOTOS LT. (107),REQUISICAO - 113,KM RODADO,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-02-23,23,2,2021,2021-02-23,2021-02-01,2021-02-01,0.9,.,.,6756/REQ,9. 1. 7 -> Eixo Traseiro,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,1059 - BIG GRAVATAÍ (36),REQUISICAO - 113,VEDADOR              *,.,.
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-02-23,23,2,2021,2021-02-23,2021-02-01,2021-02-01,176.06,CHAPECÓ,VENDEDOR DA STARA,3542/NFe,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),VENDAS OFICINA - 61,04423 CALCULADORA,PASSO FUNDO,SC
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-02-23,23,2,2021,2021-02-23,2021-02-01,2021-02-01,314.4,JOINVILLE,1 CLAUDIO 15/07,980/nfe1,0.64.28 -> 0.64.28,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),VENDAS BALCAO - NF. - 6,VIGA CHASSIS CONT. ROLL-ON EST. 6500,.,SC
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-02-23,23,2,2021,2021-02-23,2021-02-01,2021-02-01,300.0,PASSO FUNDO,1 CLAUDIO 15/07,978/nfe1,0.64.28 -> 0.64.28,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),VENDAS BALCAO - NF. - 6,VIGA CHASSIS CONT. ROLL-ON EST. 6500,.,RS
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-02-23,23,2,2021,2021-02-23,2021-02-01,2021-02-01,442.72,PASSO FUNDO,1 CLAUDIO 15/07,979/nfe1,9. 1.12 -> Sistema Eletrico,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,1059 - BIG GRAVATAÍ (36),VENDAS BALCAO - NF. - 6,BOTAO,.,RS
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-02-23,23,2,2021,2021-02-23,2021-02-01,2021-02-01,17.26,PASSO FUNDO,FABIO,23022021/M1,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,Mauricio Brocco 1 (1),Venda Agilizada - 60,"""BR CH (1/4X1"""")SAE-1020        """,.,RS
FIN001,Faturamento,1,Faturamento,R$,Diário,2021-04-26,26,4,2021,2021-04-26,2021-04-01,2021-04-01,50.0,.,MAURICIO,6757/REQ,1. 1. 1 -> Automoveis Novos,1 - CGI SOFTWARE - FILIAL CARTAO DE CREDITO,...tested (348),REQUISICAO - 113,"""ADAP 3/4"""" BSPPX1.1/16""""UNF D17 "".",.,.
